id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel
1011,31,F,4148,Marié(e),Consulting,Tech Lead,1,80,4,4,3
1012,18,M,1051,Célibataire,Consulting,Assistant de Direction,1,80,0,0,0
1013,54,F,10739,Marié(e),Consulting,Tech Lead,8,80,22,10,7
1014,35,F,10388,Divorcé(e),Consulting,Manager,1,80,16,16,10
1015,30,F,11416,Marié(e),Consulting,Directeur Technique,0,80,9,8,7
1016,20,F,2600,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0
1017,30,F,2422,Célibataire,Consulting,Consultant,0,80,4,3,2
1018,26,M,5472,Marié(e),Consulting,Tech Lead,1,80,8,8,7
1019,22,M,2451,Marié(e),Consulting,Consultant,1,80,4,4,3
1022,48,M,4240,Célibataire,Consulting,Manager,2,80,19,2,2
1024,48,M,10999,Célibataire,Consulting,Manager,7,80,27,15,11
1025,41,F,5003,Célibataire,Consulting,Tech Lead,6,80,8,2,2
1026,39,F,12742,Marié(e),Consulting,Tech Lead,1,80,21,21,6
1027,27,F,4227,Marié(e),Consulting,Tech Lead,0,80,4,3,2
1028,35,M,3917,Divorcé(e),Consulting,Consultant,1,80,3,3,2
1029,42,M,18303,Marié(e),Commercial,Senior Manager,6,80,21,1,0
1030,50,M,2380,Marié(e),Consulting,Consultant,4,80,8,1,0
1032,59,F,13726,Célibataire,Consulting,Tech Lead,3,80,30,5,3
1033,37,F,4777,Marié(e),Consulting,Manager,5,80,15,1,0
1034,55,M,6385,Marié(e),Consulting,Manager,3,80,17,8,7
1035,41,F,19973,Divorcé(e),Consulting,Directeur Technique,1,80,21,21,16
1036,38,M,6861,Célibataire,Commercial,Cadre Commercial,8,80,19,1,0
1037,26,M,4969,Célibataire,Commercial,Cadre Commercial,8,80,7,2,2
1038,52,F,19845,Marié(e),Commercial,Senior Manager,1,80,33,32,14
1039,44,F,13320,Marié(e),Commercial,Cadre Commercial,3,80,23,12,11
1040,50,F,6347,Marié(e),Commercial,Cadre Commercial,0,80,19,18,7
1042,36,F,2743,Célibataire,Consulting,Consultant,1,80,18,17,13
1043,39,F,10880,Célibataire,Consulting,Tech Lead,1,80,21,21,6
1044,33,F,2342,Célibataire,Commercial,Représentant Commercial,0,80,3,2,2
1045,45,F,17650,Marié(e),Commercial,Senior Manager,3,80,26,9,3
1046,32,F,4025,Célibataire,Consulting,Consultant,9,80,10,8,7
1047,34,M,9725,Divorcé(e),Commercial,Cadre Commercial,0,80,16,15,1
1048,59,M,11904,Marié(e),Commercial,Senior Manager,3,80,14,6,4
1049,45,M,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,80,6,6,3
1050,53,F,7525,Marié(e),Commercial,Cadre Commercial,2,80,30,15,7
1052,36,M,4834,Divorcé(e),Consulting,Consultant,7,80,9,1,0
1053,26,M,2042,Marié(e),Consulting,Assistant de Direction,6,80,6,3,2
1055,34,F,2220,Marié(e),Commercial,Représentant Commercial,1,80,1,1,1
1056,28,M,1052,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0
1060,38,M,2821,Marié(e),Consulting,Assistant de Direction,3,80,8,2,2
1061,50,M,19237,Marié(e),Consulting,Directeur Technique,2,80,29,8,1
1062,37,F,4107,Célibataire,Consulting,Manager,3,80,8,4,3
1066,40,M,8396,Marié(e),Commercial,Cadre Commercial,1,80,8,7,7
1068,26,F,2007,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3
1069,46,M,19627,Divorcé(e),Consulting,Directeur Technique,9,80,23,2,2
1070,54,F,10686,Marié(e),Commercial,Cadre Commercial,6,80,13,9,4
1071,56,F,2942,Marié(e),Consulting,Assistant de Direction,2,80,18,5,4
1073,36,F,8858,Célibataire,Consulting,Tech Lead,0,80,15,14,8
1074,55,M,16756,Célibataire,Consulting,Senior Manager,7,80,31,9,7
1076,43,M,10798,Divorcé(e),Commercial,Cadre Commercial,5,80,18,1,0
1077,20,F,2323,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2
1079,21,F,1416,Célibataire,Consulting,Consultant,1,80,1,1,0
1080,46,F,4615,Divorcé(e),Consulting,Assistant de Direction,8,80,19,16,13
1081,51,M,2461,Marié(e),Consulting,Assistant de Direction,9,80,18,10,0
1082,28,M,8722,Célibataire,Consulting,Manager,1,80,10,10,7
1083,26,M,3955,Marié(e),Consulting,Consultant,1,80,6,5,3
1084,30,M,9957,Marié(e),Consulting,Tech Lead,0,80,7,6,2
1085,41,F,3376,Marié(e),Consulting,Assistant de Direction,1,80,10,10,6
1088,38,F,8823,Marié(e),Consulting,Manager,0,80,20,19,9
1092,40,M,10322,Marié(e),Consulting,Manager,4,80,14,11,10
1094,27,M,4621,Marié(e),Consulting,Consultant,1,80,3,3,2
1096,55,M,10976,Marié(e),Consulting,Tech Lead,3,80,23,3,2
1097,28,F,3660,Célibataire,Consulting,Assistant de Direction,3,80,10,8,7
1098,44,M,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,80,24,20,6
1099,33,M,7119,Divorcé(e),Consulting,Manager,4,80,9,3,2
1100,35,M,9582,Célibataire,Commercial,Cadre Commercial,0,80,9,8,7
1101,33,F,4508,Célibataire,Consulting,Assistant de Direction,1,80,14,13,7
1102,28,M,2207,Divorcé(e),Consulting,Consultant,1,80,4,4,2
1103,34,M,7756,Célibataire,Consulting,Manager,0,80,7,6,2
1105,37,F,6694,Divorcé(e),Commercial,Cadre Commercial,2,80,8,1,0
1106,25,M,3691,Marié(e),Consulting,Consultant,1,80,7,7,7
1107,26,M,2377,Divorcé(e),Consulting,Consultant,1,80,1,1,1
1108,33,M,2313,Célibataire,Consulting,Assistant de Direction,4,80,5,2,2
1109,42,M,17665,Marié(e),Consulting,Senior Manager,0,80,23,22,6
1111,28,M,2596,Divorcé(e),Consulting,Consultant,1,80,1,1,0
1113,50,M,4728,Célibataire,Commercial,Cadre Commercial,3,80,5,0,0
1114,33,F,4302,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2
1115,34,M,2979,Marié(e),Consulting,Assistant de Direction,3,80,6,0,0
1116,48,M,16885,Célibataire,Consulting,Senior Manager,2,80,27,5,4
1117,45,F,5593,Marié(e),Commercial,Cadre Commercial,1,80,15,15,10
1118,52,M,10445,Célibataire,Consulting,Manager,7,80,18,8,6
1119,38,M,8740,Divorcé(e),Commercial,Cadre Commercial,0,80,9,8,7
1120,29,F,2514,Divorcé(e),Consulting,Assistant de Direction,4,80,11,7,5
1121,28,F,7655,Divorcé(e),Consulting,Tech Lead,0,80,10,9,7
1124,46,M,17465,Marié(e),Commercial,Senior Manager,3,80,23,12,9
1125,38,M,7351,Célibataire,Commercial,Cadre Commercial,7,80,10,1,0
1126,43,F,10820,Marié(e),Consulting,Tech Lead,8,80,18,8,7
1127,39,M,12169,Divorcé(e),Consulting,Manager,7,80,21,18,7
1128,40,M,19626,Célibataire,Consulting,Directeur Technique,1,80,21,20,7
1131,21,F,2070,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2
1132,39,M,6782,Célibataire,Consulting,Consultant,9,80,9,5,4
1133,36,M,7779,Célibataire,Consulting,Tech Lead,2,80,18,11,9
1135,31,M,2791,Marié(e),Commercial,Représentant Commercial,0,80,3,2,2
1136,28,M,3201,Marié(e),Consulting,Assistant de Direction,0,80,6,5,3
1137,35,M,4968,Divorcé(e),Commercial,Cadre Commercial,1,80,5,5,2
1138,49,M,13120,Marié(e),Commercial,Cadre Commercial,6,80,22,9,8
1140,34,M,4033,Célibataire,Consulting,Tech Lead,2,80,5,3,2
1143,29,F,3291,Divorcé(e),Consulting,Assistant de Direction,0,80,8,7,5
1148,42,M,4272,Célibataire,Consulting,Consultant,4,80,16,1,0
1150,29,M,5056,Marié(e),Consulting,Tech Lead,1,80,10,10,7
1152,38,M,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,80,7,7,6
1154,28,M,2703,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,1
1156,18,M,1904,Célibataire,Consulting,Consultant,1,80,0,0,0
1157,33,F,8224,Célibataire,Commercial,Cadre Commercial,0,80,6,5,2
1158,41,M,4766,Marié(e),Consulting,Consultant,3,80,6,1,0
1160,31,M,2610,Marié(e),Consulting,Consultant,1,80,2,2,2
1161,37,F,5731,Divorcé(e),Consulting,Manager,7,80,9,6,2
1162,27,M,2539,Marié(e),Consulting,Assistant de Direction,1,80,4,4,2
1163,34,F,5714,Marié(e),Commercial,Cadre Commercial,1,80,6,6,5
1164,35,M,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,80,6,5,4
1165,29,F,7336,Marié(e),Commercial,Cadre Commercial,1,80,11,11,8
1166,40,F,13499,Célibataire,Consulting,Directeur Technique,9,80,20,18,7
1167,42,M,13758,Célibataire,Commercial,Cadre Commercial,0,80,22,21,9
1171,42,M,5155,Célibataire,Commercial,Cadre Commercial,7,80,9,6,4
1172,35,M,2258,Marié(e),Consulting,Consultant,6,80,10,8,0
1173,24,M,3597,Célibataire,Consulting,Consultant,8,80,6,4,3
1175,28,F,2515,Marié(e),Consulting,Consultant,1,80,1,1,1
1177,26,M,4420,Marié(e),Consulting,Consultant,1,80,8,8,7
1179,30,M,6578,Marié(e),Commercial,Cadre Commercial,1,80,10,10,3
1180,40,F,4422,Marié(e),Consulting,Assistant de Direction,3,80,16,1,1
1182,35,M,10274,Divorcé(e),Consulting,Tech Lead,2,80,15,7,7
1184,34,M,5343,Célibataire,Consulting,Manager,0,80,14,13,9
1185,35,M,2376,Marié(e),Consulting,Consultant,1,80,2,2,2
1188,43,F,5346,Célibataire,Commercial,Cadre Commercial,8,80,7,4,3
1190,32,F,2827,Divorcé(e),Commercial,Représentant Commercial,1,80,1,1,0
1191,56,F,19943,Divorcé(e),Consulting,Senior Manager,4,80,28,5,2
1192,29,F,3131,Marié(e),Consulting,Consultant,1,80,10,10,8
1193,19,M,2552,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1
1195,45,F,4477,Marié(e),Consulting,Assistant de Direction,4,80,7,3,2
1196,37,F,6474,Marié(e),Consulting,Tech Lead,1,80,14,14,8
1198,20,M,3033,Célibataire,Consulting,Consultant,1,80,2,2,2
1200,44,M,2936,Célibataire,Consulting,Assistant de Direction,1,80,6,6,4
1201,53,F,18606,Divorcé(e),Consulting,Senior Manager,3,80,26,7,7
1202,29,F,2168,Marié(e),Consulting,Assistant de Direction,0,80,6,5,4
1203,22,M,2853,Marié(e),Consulting,Assistant de Direction,0,80,1,0,0
1204,46,F,17048,Marié(e),Commercial,Senior Manager,8,80,28,26,15
1206,44,M,2290,Célibataire,Consulting,Assistant de Direction,2,80,6,0,0
1207,33,M,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,80,5,5,4
1210,41,M,2107,Divorcé(e),Consulting,Assistant de Direction,6,80,5,1,0
1211,30,M,4115,Divorcé(e),Commercial,Cadre Commercial,8,80,8,4,3
1212,40,M,4327,Marié(e),Commercial,Cadre Commercial,5,80,5,0,0
1215,50,F,17856,Marié(e),Consulting,Senior Manager,2,80,32,2,2
1216,28,M,3196,Marié(e),Consulting,Consultant,1,80,6,6,5
1217,46,M,19081,Marié(e),Consulting,Directeur Technique,5,80,25,4,2
1218,35,M,8966,Marié(e),Commercial,Cadre Commercial,3,80,15,7,7
1219,24,F,2210,Marié(e),Consulting,Consultant,1,80,1,1,0
1220,33,F,4539,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7
1221,36,M,2741,Divorcé(e),Consulting,Consultant,1,80,7,7,7
1224,30,M,3491,Divorcé(e),Consulting,Consultant,1,80,10,10,7
1225,44,M,4541,Célibataire,Consulting,Assistant de Direction,1,80,20,20,11
1226,20,M,2678,Célibataire,Commercial,Représentant Commercial,1,80,2,2,1
1228,46,M,7379,Divorcé(e),Consulting,Tech Lead,2,80,12,6,3
1231,42,M,6272,Marié(e),Ressources Humaines,Ressources Humaines,7,80,10,4,3
1233,60,M,5220,Divorcé(e),Commercial,Cadre Commercial,0,80,12,11,7
1234,32,F,2743,Marié(e),Consulting,Consultant,1,80,2,2,2
1235,32,F,4998,Célibataire,Consulting,Assistant de Direction,4,80,10,8,7
1237,36,F,10252,Divorcé(e),Consulting,Tech Lead,2,80,17,7,7
1238,33,M,2781,Marié(e),Consulting,Assistant de Direction,0,80,15,14,10
1239,40,F,6852,Divorcé(e),Commercial,Cadre Commercial,7,80,7,5,1
1240,25,M,4950,Célibataire,Commercial,Cadre Commercial,0,80,5,4,3
1241,30,M,3579,Marié(e),Consulting,Assistant de Direction,0,80,12,11,9
1242,42,F,13191,Marié(e),Consulting,Directeur Technique,3,80,20,1,0
1243,35,F,10377,Marié(e),Commercial,Cadre Commercial,4,80,16,13,2
1244,27,M,2235,Marié(e),Consulting,Assistant de Direction,1,80,9,9,7
1245,54,F,10502,Divorcé(e),Consulting,Tech Lead,7,80,33,5,4
1246,44,F,2011,Marié(e),Consulting,Assistant de Direction,1,80,10,10,5
1248,19,F,1859,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1
1249,29,F,3760,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,2
1250,54,M,17779,Marié(e),Consulting,Directeur Technique,3,80,36,10,9
1251,31,M,6833,Marié(e),Consulting,Manager,1,80,6,6,5
1252,31,F,6812,Célibataire,Consulting,Manager,1,80,10,10,9
1254,59,F,5171,Célibataire,Commercial,Cadre Commercial,5,80,13,6,1
1255,43,M,19740,Marié(e),Consulting,Directeur Technique,3,80,25,8,7
1256,49,M,18711,Marié(e),Consulting,Senior Manager,2,80,23,1,0
1257,36,M,3692,Marié(e),Consulting,Assistant de Direction,1,80,12,11,10
1258,48,M,2559,Célibataire,Consulting,Consultant,5,80,7,1,0
1259,27,M,2517,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3
1260,29,M,6623,Divorcé(e),Consulting,Manager,1,80,6,6,0
1263,48,M,18265,Célibataire,Consulting,Directeur Technique,6,80,25,1,0
1264,29,F,16124,Divorcé(e),Consulting,Directeur Technique,3,80,9,7,7
1265,34,F,2585,Marié(e),Consulting,Assistant de Direction,0,80,2,1,0
1267,44,M,18213,Marié(e),Commercial,Senior Manager,7,80,26,22,9
1268,33,M,8380,Divorcé(e),Commercial,Cadre Commercial,0,80,10,9,8
1269,19,F,2994,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0
1270,23,M,1223,Marié(e),Consulting,Assistant de Direction,1,80,1,1,0
1273,25,M,1118,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0
1275,26,M,2875,Célibataire,Consulting,Assistant de Direction,1,80,8,8,5
1277,45,F,18824,Célibataire,Commercial,Senior Manager,2,80,26,24,10
1278,55,M,13577,Divorcé(e),Consulting,Manager,1,80,34,33,9
1279,21,F,2625,Célibataire,Consulting,Consultant,1,80,2,2,2
1280,46,F,18789,Marié(e),Commercial,Senior Manager,2,80,26,11,4
1281,34,F,4538,Célibataire,Commercial,Cadre Commercial,0,80,4,3,2
1282,51,M,19847,Divorcé(e),Commercial,Senior Manager,4,80,31,29,10
1283,59,M,10512,Célibataire,Consulting,Tech Lead,6,80,25,9,7
1285,34,F,4444,Divorcé(e),Consulting,Consultant,4,80,15,11,8
1286,28,M,2154,Célibataire,Consulting,Consultant,0,80,5,4,2
1288,44,M,19190,Divorcé(e),Consulting,Senior Manager,1,80,26,25,9
1289,34,M,4490,Marié(e),Ressources Humaines,Ressources Humaines,4,80,14,10,9
1291,35,M,3506,Marié(e),Consulting,Assistant de Direction,0,80,4,3,2
1292,42,F,2372,Marié(e),Consulting,Assistant de Direction,6,80,18,1,0
1293,43,F,10231,Célibataire,Commercial,Cadre Commercial,3,80,23,21,7
1294,36,F,5410,Célibataire,Consulting,Tech Lead,9,80,18,16,14
1295,44,F,7978,Marié(e),Consulting,Manager,1,80,10,10,7
1296,28,M,3867,Marié(e),Consulting,Consultant,1,80,2,2,2
1297,51,F,2838,Célibataire,Consulting,Consultant,0,80,8,7,0
1298,30,F,4695,Célibataire,Consulting,Tech Lead,7,80,10,8,4
1299,29,F,3339,Divorcé(e),Consulting,Consultant,3,80,10,7,7
1301,28,M,2080,Célibataire,Consulting,Assistant de Direction,2,80,5,3,2
1303,25,F,2096,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2
1304,32,M,6209,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7
1306,45,F,18061,Célibataire,Consulting,Senior Manager,3,80,22,0,0
1307,39,F,17123,Divorcé(e),Consulting,Senior Manager,6,80,21,19,9
1308,58,M,2372,Divorcé(e),Consulting,Assistant de Direction,1,80,2,2,2
1309,32,M,4883,Marié(e),Consulting,Consultant,1,80,10,10,4
1310,39,M,3904,Célibataire,Consulting,Assistant de Direction,0,80,6,5,2
1311,30,F,4627,Marié(e),Consulting,Consultant,0,80,10,9,2
1312,36,F,7094,Marié(e),Consulting,Manager,3,80,10,7,7
1314,46,F,3423,Célibataire,Ressources Humaines,Ressources Humaines,6,80,10,7,6
1315,28,F,6674,Marié(e),Consulting,Consultant,0,80,10,9,8
1317,50,F,16880,Marié(e),Consulting,Directeur Technique,4,80,25,3,2
1318,40,M,9094,Célibataire,Commercial,Cadre Commercial,2,80,9,5,4
1319,52,M,8446,Célibataire,Commercial,Cadre Commercial,9,80,10,8,7
1321,30,F,11916,Marié(e),Consulting,Senior Manager,1,80,9,9,1
1322,39,M,4534,Célibataire,Consulting,Tech Lead,0,80,9,8,7
1324,31,F,9852,Divorcé(e),Commercial,Cadre Commercial,1,80,10,10,8
1329,41,M,6151,Célibataire,Commercial,Cadre Commercial,1,80,19,19,2
1331,31,F,2302,Célibataire,Commercial,Représentant Commercial,1,80,3,3,2
1333,44,M,2362,Marié(e),Consulting,Consultant,4,80,10,3,2
1334,42,M,17861,Marié(e),Consulting,Senior Manager,0,80,21,20,8
1336,55,F,19187,Marié(e),Consulting,Senior Manager,4,80,23,19,9
1338,56,M,19717,Célibataire,Ressources Humaines,Senior Manager,6,80,36,7,3
1340,40,M,3544,Divorcé(e),Consulting,Assistant de Direction,9,80,6,4,2
1344,34,M,8500,Divorcé(e),Consulting,Manager,0,80,10,9,7
1346,40,M,4661,Célibataire,Consulting,Assistant de Direction,1,80,9,9,8
1349,41,F,4103,Divorcé(e),Commercial,Cadre Commercial,0,80,10,9,3
1350,35,M,4249,Célibataire,Consulting,Assistant de Direction,1,80,9,9,6
1352,51,M,14026,Divorcé(e),Ressources Humaines,Senior Manager,1,80,33,33,9
1355,38,F,6893,Divorcé(e),Commercial,Cadre Commercial,3,80,11,7,7
1356,34,F,6125,Célibataire,Commercial,Cadre Commercial,1,80,10,10,8
1358,25,M,3669,Marié(e),Consulting,Consultant,3,80,7,3,2
1360,58,F,10008,Marié(e),Consulting,Tech Lead,7,80,31,10,9
1361,40,M,2387,Marié(e),Consulting,Consultant,3,80,7,4,2
1362,36,F,4639,Marié(e),Commercial,Cadre Commercial,2,80,17,15,7
1363,48,M,7898,Célibataire,Consulting,Tech Lead,1,80,11,10,9
1364,27,F,2534,Marié(e),Commercial,Représentant Commercial,8,80,5,1,0
1367,51,F,13142,Célibataire,Consulting,Tech Lead,3,80,29,5,2
1368,18,F,1611,Célibataire,Consulting,Consultant,1,80,0,0,0
1369,35,F,5363,Marié(e),Consulting,Consultant,0,80,10,9,7
1371,27,M,5071,Célibataire,Commercial,Cadre Commercial,3,80,8,6,2
1372,55,M,13695,Célibataire,Commercial,Cadre Commercial,6,80,24,19,7
1373,56,M,13402,Marié(e),Consulting,Tech Lead,4,80,33,19,16
1374,34,F,2029,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,4
1375,40,F,6377,Divorcé(e),Consulting,Manager,5,80,15,12,11
1377,34,M,5429,Marié(e),Consulting,Consultant,4,80,10,8,7
1379,31,F,2785,Célibataire,Commercial,Représentant Commercial,7,80,3,1,0
1380,35,F,4614,Marié(e),Commercial,Cadre Commercial,0,80,5,4,2
1382,38,M,2610,Divorcé(e),Consulting,Assistant de Direction,1,80,4,4,2
1383,34,F,6687,Célibataire,Consulting,Manager,1,80,14,14,11
1387,28,M,4724,Marié(e),Commercial,Cadre Commercial,1,80,5,5,3
1389,31,M,6179,Marié(e),Consulting,Tech Lead,1,80,10,10,2
1390,39,M,6120,Marié(e),Commercial,Cadre Commercial,3,80,8,5,4
1391,51,M,10596,Marié(e),Commercial,Cadre Commercial,2,80,14,4,2
1392,41,F,5467,Divorcé(e),Consulting,Assistant de Direction,3,80,12,6,2
1394,37,M,2996,Marié(e),Consulting,Assistant de Direction,7,80,8,6,4
1395,33,M,9998,Marié(e),Commercial,Cadre Commercial,6,80,8,5,4
1396,32,M,4078,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2
1397,39,M,10920,Marié(e),Consulting,Manager,3,80,13,6,4
1399,25,M,6232,Marié(e),Commercial,Cadre Commercial,2,80,6,3,2
1401,52,F,13247,Marié(e),Consulting,Tech Lead,2,80,24,5,3
1402,43,F,4081,Célibataire,Consulting,Assistant de Direction,1,80,20,20,7
1403,27,F,5769,Marié(e),Commercial,Cadre Commercial,1,80,6,6,2
1405,27,F,2394,Célibataire,Consulting,Assistant de Direction,1,80,8,8,2
1407,26,M,3904,Célibataire,Consulting,Assistant de Direction,0,80,5,4,3
1408,42,F,16799,Marié(e),Ressources Humaines,Senior Manager,0,80,21,20,7
1409,52,F,2950,Marié(e),Consulting,Consultant,9,80,12,5,4
1411,37,F,3629,Célibataire,Consulting,Consultant,4,80,8,3,2
1412,35,M,9362,Célibataire,Consulting,Tech Lead,2,80,10,2,2
1415,25,M,3229,Marié(e),Consulting,Consultant,4,80,7,3,2
1417,26,M,3578,Célibataire,Consulting,Consultant,0,80,8,7,7
1419,29,M,7988,Célibataire,Ressources Humaines,Ressources Humaines,1,80,10,10,9
1420,49,M,4284,Célibataire,Consulting,Consultant,3,80,20,4,3
1421,29,F,7553,Célibataire,Consulting,Manager,0,80,9,8,7
1422,54,F,17328,Célibataire,Consulting,Directeur Technique,6,80,29,20,7
1423,58,F,19701,Marié(e),Consulting,Directeur Technique,3,80,32,9,8
1424,55,M,14732,Divorcé(e),Consulting,Directeur Technique,2,80,31,7,7
1425,36,F,9278,Célibataire,Commercial,Cadre Commercial,3,80,15,5,4
1427,31,F,1359,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0
1428,30,F,4779,Divorcé(e),Commercial,Cadre Commercial,7,80,8,3,2
1430,31,F,16422,Célibataire,Consulting,Directeur Technique,3,80,9,3,2
1431,34,M,2996,Divorcé(e),Consulting,Assistant de Direction,5,80,10,4,3
1433,31,F,1261,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0
1434,27,M,2099,Marié(e),Consulting,Consultant,0,80,6,5,0
1435,36,M,5810,Célibataire,Consulting,Consultant,1,80,10,10,4
1436,36,F,5647,Marié(e),Commercial,Cadre Commercial,4,80,11,3,2
1438,47,M,3420,Marié(e),Consulting,Assistant de Direction,7,80,17,6,5
1439,25,M,4400,Marié(e),Commercial,Représentant Commercial,3,80,6,3,2
1440,37,M,3500,Célibataire,Consulting,Consultant,0,80,7,6,5
1441,56,F,2066,Marié(e),Consulting,Assistant de Direction,2,80,5,3,2
1443,47,F,17169,Marié(e),Consulting,Directeur Technique,3,80,26,20,17
1445,24,F,4162,Marié(e),Commercial,Cadre Commercial,1,80,5,5,4
1446,32,M,9204,Marié(e),Commercial,Cadre Commercial,4,80,7,4,3
1447,34,F,3294,Marié(e),Consulting,Consultant,5,80,7,5,4
1448,41,M,2127,Marié(e),Consulting,Assistant de Direction,2,80,7,4,2
1449,40,M,3975,Divorcé(e),Consulting,Consultant,3,80,11,8,7
1453,31,M,10793,Divorcé(e),Commercial,Cadre Commercial,1,80,13,13,7
1457,46,M,10096,Divorcé(e),Commercial,Cadre Commercial,4,80,28,7,7
1458,39,F,3646,Célibataire,Consulting,Consultant,2,80,11,1,0
1459,31,F,7446,Célibataire,Consulting,Tech Lead,1,80,10,10,8
1460,45,M,10851,Divorcé(e),Consulting,Manager,2,80,24,7,7
1461,31,F,2109,Célibataire,Ressources Humaines,Ressources Humaines,9,80,8,3,2
1464,31,M,3722,Marié(e),Consulting,Consultant,6,80,7,2,2
1465,45,M,9380,Marié(e),Consulting,Tech Lead,4,80,10,3,1
1466,48,M,5486,Divorcé(e),Commercial,Cadre Commercial,4,80,15,2,2
1467,34,F,2742,Marié(e),Ressources Humaines,Ressources Humaines,1,80,2,2,2
1468,40,M,13757,Divorcé(e),Consulting,Directeur Technique,2,80,16,9,8
1469,28,M,8463,Célibataire,Commercial,Cadre Commercial,0,80,6,5,4
1471,44,M,3162,Célibataire,Consulting,Consultant,3,80,7,5,2
1472,53,M,16598,Célibataire,Consulting,Directeur Technique,4,80,35,9,8
1473,49,M,6651,Marié(e),Consulting,Manager,2,80,20,3,2
1474,40,M,2345,Divorcé(e),Consulting,Assistant de Direction,2,80,8,3,1
1475,44,M,3420,Célibataire,Consulting,Assistant de Direction,1,80,6,5,2
1477,33,M,4373,Marié(e),Commercial,Cadre Commercial,0,80,5,4,3
1478,34,M,4759,Célibataire,Commercial,Cadre Commercial,3,80,15,13,9
1479,30,M,5301,Marié(e),Commercial,Cadre Commercial,8,80,4,2,1
1480,42,F,3673,Célibataire,Consulting,Consultant,1,80,12,12,9
1481,44,F,4768,Marié(e),Commercial,Cadre Commercial,7,80,11,1,0
1482,30,M,1274,Divorcé(e),Consulting,Assistant de Direction,1,80,1,1,0
1483,57,M,4900,Marié(e),Consulting,Assistant de Direction,0,80,13,12,9
1484,49,M,10466,Divorcé(e),Consulting,Manager,3,80,29,8,7
1485,34,M,17007,Divorcé(e),Consulting,Directeur Technique,7,80,16,14,8
1486,28,M,2909,Marié(e),Commercial,Représentant Commercial,3,80,5,3,2
1487,29,F,5765,Célibataire,Commercial,Cadre Commercial,5,80,7,5,3
1489,34,F,4599,Célibataire,Commercial,Cadre Commercial,0,80,16,15,9
1492,35,M,2404,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0
1494,24,M,3172,Célibataire,Consulting,Consultant,2,80,4,0,0
1495,24,F,2033,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0
1496,44,M,10209,Célibataire,Consulting,Tech Lead,5,80,16,2,2
1497,29,M,8620,Divorcé(e),Commercial,Cadre Commercial,1,80,10,10,7
1499,30,M,2064,Divorcé(e),Ressources Humaines,Ressources Humaines,0,80,6,5,3
1501,55,M,4035,Marié(e),Consulting,Manager,0,80,4,3,2
1502,33,F,3838,Marié(e),Consulting,Consultant,8,80,8,5,4
1503,47,F,4591,Marié(e),Commercial,Cadre Commercial,3,80,11,5,4
1504,28,M,2561,Célibataire,Consulting,Consultant,7,80,8,0,0
1506,28,M,1563,Divorcé(e),Consulting,Assistant de Direction,1,80,1,1,0
1507,28,M,4898,Célibataire,Commercial,Cadre Commercial,0,80,5,4,2
1509,49,F,4789,Marié(e),Consulting,Consultant,4,80,10,3,2
1513,29,F,3180,Marié(e),Consulting,Consultant,0,80,4,3,2
1514,28,M,6549,Marié(e),Consulting,Tech Lead,1,80,8,8,6
1515,33,M,6388,Célibataire,Consulting,Manager,2,80,14,0,0
1516,32,M,11244,Célibataire,Consulting,Senior Manager,2,80,10,5,2
1520,54,F,16032,Divorcé(e),Consulting,Senior Manager,3,80,26,14,9
1522,29,M,2362,Célibataire,Consulting,Assistant de Direction,6,80,11,9,7
1523,44,M,16328,Marié(e),Consulting,Directeur Technique,3,80,24,20,6
1525,39,F,8376,Célibataire,Consulting,Tech Lead,4,80,9,2,0
1527,46,F,16606,Marié(e),Commercial,Senior Manager,8,80,23,13,12
1529,35,F,8606,Célibataire,Consulting,Manager,1,80,11,11,8
1533,23,M,2272,Célibataire,Consulting,Consultant,0,80,5,4,3
